survey_id,water_id,water_id_num,lon,lat,utm_x,utm_y,transect_location,transect_GRR,transect_id,river_class,year,week,weeks_all,juldate,dry_season,distance_to_water,distance_to_water_rounded,species,species_id,FEEDTYPE_A,feed_type_A_char,species_count
4242,1079,1079,35.145640,-7.38923,736840,9182652,2,perpendicular,5,3_downstream,2013,8,30,121,late,10712.79,10713,K,4,2,browser,4
4243,1055,1055,35.141690,-7.38552,736406,9183065,2,perpendicular,5,3_downstream,2013,8,30,121,late,11216.58,11217,CD,8,4,omni,1
4244,1055,1055,35.138520,-7.37682,736061,9184029,2,perpendicular,5,3_downstream,2013,8,30,121,late,12204.17,12204,I,1,3,mixed,4
4245,1053,1053,35.120470,-7.3675,734072,9185069,2,perpendicular,5,3_downstream,2013,8,30,121,late,13546.64,13547,K,4,2,browser,2
4246,450,450,34.820070,-7.78329,700707,9139228,2,perpendicular,3,1_upstream,2013,7,29,122,late,1683.22,1683,E,3,3,mixed,7
4249,432,432,34.783940,-7.74914,696738,9143022,2,perpendicular,3,1_upstream,2013,7,29,122,late,6492.43,6492,I,1,3,mixed,3
4250,432,432,34.758740,-7.72148,693971,9146093,2,perpendicular,3,1_upstream,2013,7,29,122,late,10546.59,10547,I,1,3,mixed,9
4251,432,432,34.759830,-7.71858,694092,9146413,2,perpendicular,3,1_upstream,2013,7,29,122,late,10751.56,10752,I,1,3,mixed,10
4253,688,688,34.939990,-7.66965,713994,9151739,1,alongside,9,2_midstream,2013,9,31,127,late,323.24,323,I,1,3,mixed,6
4254,691,691,34.937360,-7.66247,713707,9152534,1,alongside,9,2_midstream,2013,9,31,127,late,1113.54,1114,G,2,2,browser,2
4255,693,693,34.938920,-7.66134,713880,9152659,1,alongside,9,2_midstream,2013,9,31,127,late,1095.79,1096,G,2,2,browser,1
4257,701,701,34.949240,-7.65912,715020,9152899,1,alongside,9,2_midstream,2013,9,31,127,late,735.77,736,I,1,3,mixed,12
4258,728,728,34.974490,-7.65754,717807,9153061,1,alongside,9,2_midstream,2013,9,31,127,late,494.58,495,I,1,3,mixed,19
4259,728,728,34.974490,-7.65754,717807,9153061,1,alongside,9,2_midstream,2013,9,31,127,late,494.58,495,Z,5,1,grazer,5
4260,730,730,34.976130,-7.65818,717987,9152989,1,alongside,9,2_midstream,2013,9,31,127,late,423.02,423,I,1,3,mixed,6
4261,731,731,34.976780,-7.65807,718059,9153001,1,alongside,9,2_midstream,2013,9,31,127,late,435.72,436,I,1,3,mixed,6
4262,731,731,34.977120,-7.65844,718097,9152960,1,alongside,9,2_midstream,2013,9,31,127,late,394.21,394,Z,5,1,grazer,13
4264,742,742,34.985590,-7.65809,719031,9152995,1,alongside,9,2_midstream,2013,9,31,127,late,275.97,276,I,1,3,mixed,17
4265,757,757,34.989320,-7.64892,719448,9154007,1,alongside,9,2_midstream,2013,9,31,127,late,450.25,450,E,3,3,mixed,2
4266,782,782,34.990550,-7.63135,719592,9155950,1,alongside,9,2_midstream,2013,9,31,127,late,902.3,902,E,3,3,mixed,9
4267,784,784,34.991830,-7.62897,719735,9156213,1,alongside,9,2_midstream,2013,9,31,127,late,713.08,713,I,1,3,mixed,1
4268,784,784,34.992350,-7.62807,719793,9156312,1,alongside,9,2_midstream,2013,9,31,127,late,642.37,642,E,3,3,mixed,5
4269,790,790,34.999660,-7.62066,720603,9157128,1,alongside,9,2_midstream,2013,9,31,127,late,426.25,426,I,1,3,mixed,3
4270,793,793,35.002150,-7.61996,720878,9157204,1,alongside,9,2_midstream,2013,9,31,127,late,371.3,371,I,1,3,mixed,50
4271,796,796,35.004720,-7.61959,721162,9157243,1,alongside,9,2_midstream,2013,9,31,127,late,222.7,223,I,1,3,mixed,1
4272,796,796,35.004720,-7.61959,721162,9157243,1,alongside,9,2_midstream,2013,9,31,127,late,222.7,223,Z,5,1,grazer,5
4274,800,800,35.006350,-7.61807,721343,9157411,1,alongside,9,2_midstream,2013,9,31,127,late,159.08,159,I,1,3,mixed,10
4275,803,803,35.006380,-7.61456,721348,9157799,1,alongside,9,2_midstream,2013,9,31,127,late,269.98,270,I,1,3,mixed,6
4276,804,804,35.006560,-7.61392,721368,9157870,1,alongside,9,2_midstream,2013,9,31,127,late,271.64,272,E,3,3,mixed,22
4277,807,807,35.006910,-7.61241,721408,9158037,1,alongside,9,2_midstream,2013,9,31,127,late,239.08,239,I,1,3,mixed,22
4278,811,811,35.006090,-7.60858,721319,9158461,1,alongside,9,2_midstream,2013,9,31,127,late,202.16,202,E,3,3,mixed,6
4279,815,815,35.004330,-7.60788,721125,9158539,1,alongside,9,2_midstream,2013,9,31,127,late,310.71,311,I,1,3,mixed,15
4280,817,817,35.003100,-7.60522,720991,9158834,1,alongside,9,2_midstream,2013,9,31,127,late,269.85,270,G,2,2,browser,3
4281,817,817,35.002220,-7.60519,720894,9158838,1,alongside,9,2_midstream,2013,9,31,127,late,360.16,360,I,1,3,mixed,8
4282,821,821,35.000590,-7.59978,720717,9159437,1,alongside,9,2_midstream,2013,9,31,127,late,599.75,600,Z,5,1,grazer,4
4283,821,821,35.000590,-7.59978,720717,9159437,1,alongside,9,2_midstream,2013,9,31,127,late,599.75,600,G,2,2,browser,2
4284,822,822,35.001880,-7.59487,720862,9159979,1,alongside,9,2_midstream,2013,9,31,127,late,743.01,743,E,3,3,mixed,14
4285,834,834,35.008730,-7.58898,721621,9160627,1,alongside,9,2_midstream,2013,9,31,127,late,343.09,343,E,3,3,mixed,4
4286,836,836,35.009990,-7.58723,721761,9160820,1,alongside,9,2_midstream,2013,9,31,127,late,321.27,321,E,3,3,mixed,5
4287,671,671,34.929970,-7.67779,712884,9150844,2,perpendicular,4,2_midstream,2013,9,31,128,late,981.42,981,Z,5,1,grazer,4
4288,684,684,34.930890,-7.67466,712987,9151189,2,perpendicular,4,2_midstream,2013,9,31,128,late,1068.17,1068,I,1,3,mixed,1
4290,687,687,34.914460,-7.6524,711185,9153660,2,perpendicular,4,2_midstream,2013,9,31,128,late,3718.82,3719,G,2,2,browser,2
4291,688,688,34.912300,-7.6481,710949,9154136,2,perpendicular,4,2_midstream,2013,9,31,128,late,4197.17,4197,E,3,3,mixed,8
4292,688,688,34.911660,-7.64279,710881,9154724,2,perpendicular,4,2_midstream,2013,9,31,128,late,4636.13,4636,G,2,2,browser,2
4293,1320,1320,34.916070,-7.62772,711375,9156389,2,perpendicular,4,2_midstream,2013,9,31,128,late,4210.01,4210,I,1,3,mixed,2
4295,1320,1320,34.923290,-7.60976,712180,9158372,2,perpendicular,4,2_midstream,2013,9,31,128,late,4054.52,4055,G,2,2,browser,2
4296,1320,1320,34.924650,-7.60608,712332,9158778,2,perpendicular,4,2_midstream,2013,9,31,128,late,4147.26,4147,I,1,3,mixed,1
4297,1320,1320,34.924330,-7.60386,712298,9159024,2,perpendicular,4,2_midstream,2013,9,31,128,late,4098.13,4098,I,1,3,mixed,6
4298,1320,1320,34.923010,-7.59847,712155,9159621,2,perpendicular,4,2_midstream,2013,9,31,128,late,3980.26,3980,Z,5,1,grazer,4
4299,1320,1320,34.913480,-7.58916,711108,9160655,2,perpendicular,4,2_midstream,2013,9,31,128,late,3269.84,3270,I,1,3,mixed,8
4300,1320,1320,34.887090,-7.5603,708209,9163860,2,perpendicular,4,2_midstream,2013,9,31,128,late,4704.01,4704,Wb,9,1,grazer,3
4301,663,663,34.928650,-7.68163,712736,9150419,1,alongside,8,2_midstream,2013,9,31,129,late,623.6,624,I,1,3,mixed,39
4302,641,641,34.915490,-7.69017,711280,9149481,1,alongside,8,2_midstream,2013,9,31,129,late,315.42,315,I,1,3,mixed,3
4303,634,634,34.902260,-7.69281,709819,9149196,1,alongside,8,2_midstream,2013,9,31,129,late,913.25,913,Wb,9,1,grazer,3
4304,606,606,34.888690,-7.69993,708318,9148415,1,alongside,8,2_midstream,2013,9,31,129,late,1826.12,1826,K,4,2,browser,1
4305,578,578,34.864300,-7.71563,705619,9146690,1,alongside,8,2_midstream,2013,9,31,129,late,1658.29,1658,G,2,2,browser,4
4306,568,568,34.858330,-7.71973,704959,9146240,1,alongside,8,2_midstream,2013,9,31,129,late,1877.58,1878,G,2,2,browser,3
4307,562,562,34.865840,-7.73777,705779,9144241,1,alongside,8,2_midstream,2013,9,31,129,late,210.74,211,I,1,3,mixed,8
4308,560,560,34.866180,-7.74131,705814,9143849,1,alongside,8,2_midstream,2013,9,31,129,late,341.54,342,I,1,3,mixed,1
4309,543,543,34.870300,-7.75219,706264,9142644,1,alongside,8,2_midstream,2013,9,31,129,late,235.33,235,I,1,3,mixed,2
4310,536,536,34.868910,-7.75782,706108,9142021,1,alongside,8,2_midstream,2013,9,31,129,late,344.82,345,I,1,3,mixed,6
4311,535,535,34.870000,-7.75909,706227,9141880,1,alongside,8,2_midstream,2013,9,31,129,late,219.01,219,K,4,2,browser,7
4312,533,533,34.869420,-7.76158,706162,9141605,1,alongside,8,2_midstream,2013,9,31,129,late,292.51,293,I,1,3,mixed,17
4313,505,505,34.857850,-7.77451,704879,9140181,1,alongside,8,2_midstream,2013,9,31,129,late,248.94,249,I,1,3,mixed,4
4314,504,504,34.857030,-7.77587,704788,9140031,1,alongside,8,2_midstream,2013,9,31,129,late,238.25,238,I,1,3,mixed,36
4315,502,502,34.856060,-7.77805,704680,9139790,1,alongside,8,2_midstream,2013,9,31,129,late,250.79,251,I,1,3,mixed,2
4316,498,498,34.857130,-7.78294,704796,9139249,1,alongside,8,2_midstream,2013,9,31,129,late,228.04,228,I,1,3,mixed,41
4317,464,464,34.837830,-7.79736,702660,9137663,1,alongside,7,1_upstream,2013,9,31,130,late,198.49,198,I,1,3,mixed,17
4318,439,439,34.817960,-7.79746,700468,9137662,1,alongside,7,1_upstream,2013,9,31,130,late,261.03,261,I,1,3,mixed,3
4319,424,424,34.804490,-7.80466,698979,9136872,1,alongside,7,1_upstream,2013,9,31,130,late,318.21,318,I,1,3,mixed,28
4320,415,415,34.798390,-7.80946,698304,9136344,1,alongside,7,1_upstream,2013,9,31,130,late,323.24,323,I,1,3,mixed,1
4321,404,404,34.790630,-7.81051,697447,9136231,1,alongside,7,1_upstream,2013,9,31,130,late,310.54,311,G,2,2,browser,1
4322,377,377,34.768250,-7.81882,694975,9135322,1,alongside,7,1_upstream,2013,9,31,130,late,253.53,254,I,1,3,mixed,4
4323,375,375,34.767050,-7.81967,694842,9135229,1,alongside,7,1_upstream,2013,9,31,130,late,255.33,255,I,1,3,mixed,6
4324,368,368,34.760730,-7.82212,694144,9134961,1,alongside,7,1_upstream,2013,9,31,130,late,259.08,259,I,1,3,mixed,9
4325,358,358,34.753000,-7.82541,693290,9134601,1,alongside,7,1_upstream,2013,9,31,130,late,238.12,238,I,1,3,mixed,4
4326,354,354,34.749320,-7.82436,692884,9134718,1,alongside,7,1_upstream,2013,9,31,130,late,317.33,317,I,1,3,mixed,4
4327,335,335,34.731800,-7.83043,690949,9134055,1,alongside,7,1_upstream,2013,9,31,130,late,339.48,339,I,1,3,mixed,1
4328,320,320,34.721320,-7.83688,689790,9133346,1,alongside,7,1_upstream,2013,9,31,130,late,345.48,345,I,1,3,mixed,2
4329,288,288,34.687500,-7.79797,686078,9137665,2,perpendicular,2,1_upstream,2013,9,31,131,late,5032.9,5033,I,1,3,mixed,3
4330,288,288,34.683980,-7.79616,685690,9137867,2,perpendicular,2,1_upstream,2013,9,31,131,late,5324.81,5325,I,1,3,mixed,2
4332,287,287,34.673140,-7.78799,684498,9138775,2,perpendicular,2,1_upstream,2013,9,31,131,late,6587.12,6587,I,1,3,mixed,1
4333,287,287,34.672010,-7.78633,684374,9138959,2,perpendicular,2,1_upstream,2013,9,31,131,late,6805.18,6805,I,1,3,mixed,4
4334,275,275,34.658610,-7.77813,682900,9139872,2,perpendicular,2,1_upstream,2013,9,31,131,late,8217.57,8218,G,2,2,browser,1
4335,1316,1316,34.630100,-7.76565,679760,9141264,2,perpendicular,2,1_upstream,2013,9,31,131,late,8205.65,8206,I,1,3,mixed,3
4336,1316,1316,34.627990,-7.76965,679526,9140823,2,perpendicular,2,1_upstream,2013,9,31,131,late,8061.25,8061,I,1,3,mixed,3
4337,1316,1316,34.604100,-7.77337,676889,9140421,2,perpendicular,2,1_upstream,2013,9,31,131,late,5664.33,5664,G,2,2,browser,1
4338,271,271,34.683000,-7.84876,685559,9132050,1,alongside,6,1_upstream,2013,8,30,133,late,187.26,187,G,2,2,browser,1
4339,219,219,34.649820,-7.87297,681889,9129387,1,alongside,6,1_upstream,2013,8,30,133,late,324.48,324,K,4,2,browser,3
4341,200,200,34.636360,-7.88019,680402,9128594,1,alongside,6,1_upstream,2013,8,30,133,late,258.8,259,I,1,3,mixed,5
4342,185,185,34.624280,-7.88681,679067,9127867,1,alongside,6,1_upstream,2013,8,30,133,late,217.96,218,Wh,6,4,omni,2
4346,148,148,34.597160,-7.89684,676072,9126769,1,alongside,6,1_upstream,2013,8,30,133,late,278.12,278,G,2,2,browser,3
4347,147,147,34.594070,-7.89579,675732,9126887,1,alongside,6,1_upstream,2013,8,30,133,late,426.21,426,Wh,6,4,omni,2
4348,142,142,34.592760,-7.89608,675587,9126855,1,alongside,6,1_upstream,2013,8,30,133,late,394.59,395,I,1,3,mixed,4
4349,138,138,34.587850,-7.89731,675045,9126721,1,alongside,6,1_upstream,2013,8,30,133,late,260.31,260,G,2,2,browser,4
4351,133,133,34.579930,-7.90129,674170,9126284,1,alongside,6,1_upstream,2013,8,30,133,late,611.02,611,G,2,2,browser,1
4352,133,133,34.574240,-7.89897,673544,9126543,1,alongside,6,1_upstream,2013,8,30,133,late,1284.23,1284,E,3,3,mixed,5
4353,133,133,34.570160,-7.88965,673098,9127576,2,perpendicular,1,1_upstream,2013,8,30,134,late,2196.96,2197,E,3,3,mixed,1
4354,133,133,34.542680,-7.88691,670069,9127890,2,perpendicular,1,1_upstream,2013,8,30,134,late,5009.73,5010,K,4,2,browser,3
4355,133,133,34.548490,-7.87142,670716,9129601,2,perpendicular,1,1_upstream,2013,8,30,134,late,5323.38,5323,CD,8,4,omni,1
4356,133,133,34.549550,-7.87134,670832,9129609,2,perpendicular,1,1_upstream,2013,8,30,134,late,5240.97,5241,CD,8,4,omni,1
4357,137,137,34.561930,-7.86747,672199,9130032,2,perpendicular,1,1_upstream,2013,8,30,134,late,4582.22,4582,G,2,2,browser,1
4358,137,137,34.565590,-7.86621,672603,9130170,2,perpendicular,1,1_upstream,2013,8,30,134,late,4459.94,4460,I,1,3,mixed,5
4359,138,138,34.568840,-7.85836,672965,9131037,2,perpendicular,1,1_upstream,2013,8,30,134,late,5047.34,5047,I,1,3,mixed,3
4360,1316,1316,34.547360,-7.80454,670618,9136998,2,perpendicular,1,1_upstream,2013,8,30,134,late,5711.96,5712,CD,8,4,omni,1
4372,441,441,34.819710,-7.79314,700663,9138139,2,perpendicular,3,1_upstream,2013,8,30,135,late,735.44,735,I,1,3,mixed,9
4373,449,449,34.819450,-7.78658,700638,9138864,2,perpendicular,3,1_upstream,2013,8,30,135,late,1395.89,1396,Wb,9,1,grazer,6
4374,450,450,34.819930,-7.78118,700693,9139461,2,perpendicular,3,1_upstream,2013,8,30,135,late,1902.5,1902,G,2,2,browser,1
4375,452,452,34.821720,-7.77071,700895,9140618,2,perpendicular,3,1_upstream,2013,8,30,135,late,2941.97,2942,I,1,3,mixed,8
4376,478,478,34.828050,-7.76115,701598,9141673,2,perpendicular,3,1_upstream,2013,8,30,135,late,3586.08,3586,I,1,3,mixed,12
4377,478,478,34.827840,-7.76059,701575,9141735,2,perpendicular,3,1_upstream,2013,8,30,135,late,3651.04,3651,I,1,3,mixed,2
4378,478,478,34.826510,-7.75639,701431,9142200,2,perpendicular,3,1_upstream,2013,8,30,135,late,4125.33,4125,I,1,3,mixed,3
4379,505,505,34.828030,-7.75152,701601,9142738,2,perpendicular,3,1_upstream,2013,8,30,135,late,4400.04,4400,I,1,3,mixed,6
4380,505,505,34.823890,-7.74976,701145,9142935,2,perpendicular,3,1_upstream,2013,8,30,135,late,4880.86,4881,Wh,6,4,omni,1
4381,478,478,34.819030,-7.74971,700609,9142942,2,perpendicular,3,1_upstream,2013,8,30,135,late,5187.39,5187,CD,8,4,omni,2
4382,451,451,34.814260,-7.74875,700083,9143051,2,perpendicular,3,1_upstream,2013,8,30,135,late,5500.26,5500,K,4,2,browser,3
4383,451,451,34.812630,-7.74861,699903,9143067,2,perpendicular,3,1_upstream,2013,8,30,135,late,5564.88,5565,K,4,2,browser,3
4384,435,435,34.802470,-7.74947,698782,9142977,2,perpendicular,3,1_upstream,2013,8,30,135,late,5709.39,5709,I,1,3,mixed,1
4385,432,432,34.784660,-7.74907,696817,9143029,2,perpendicular,3,1_upstream,2013,8,30,135,late,6462.41,6462,K,4,2,browser,4
4386,432,432,34.781070,-7.74866,696421,9143076,2,perpendicular,3,1_upstream,2013,8,30,135,late,6692.18,6692,K,4,2,browser,6
4387,432,432,34.781070,-7.74866,696421,9143076,2,perpendicular,3,1_upstream,2013,8,30,135,late,6692.18,6692,I,1,3,mixed,1
4388,382,382,34.758090,-7.7419,693890,9143835,2,perpendicular,3,1_upstream,2013,8,30,135,late,8681.38,8681,K,4,2,browser,4
4389,382,382,34.750290,-7.72942,693035,9145218,2,perpendicular,3,1_upstream,2013,8,30,135,late,10218.58,10219,I,1,3,mixed,4
4390,382,382,34.752400,-7.72618,693269,9145576,2,perpendicular,3,1_upstream,2013,8,30,135,late,10512.67,10513,Wh,6,4,omni,3
4391,432,432,34.759810,-7.71858,694090,9146413,2,perpendicular,3,1_upstream,2013,8,30,135,late,10752.62,10753,I,1,3,mixed,17
4396,868,868,35.027020,-7.56382,723652,9163401,1,alongside,10,3_downstream,2013,9,31,137,late,813.57,814,I,1,3,mixed,37
4397,877,877,35.035540,-7.56116,724594,9163691,1,alongside,10,3_downstream,2013,9,31,137,late,505.84,506,I,1,3,mixed,4
4400,902,902,35.051490,-7.54766,726362,9165176,1,alongside,10,3_downstream,2013,9,31,137,late,291.27,291,I,1,3,mixed,22
4401,881,881,35.039890,-7.55804,725076,9164034,1,alongside,10,3_downstream,2013,9,31,137,late,526.7,527,I,1,3,mixed,27
4402,973,973,35.096990,-7.52144,731398,9168053,1,alongside,10,3_downstream,2013,9,31,137,late,272.03,272,I,1,3,mixed,6
4404,980,980,35.099390,-7.51458,731667,9168810,1,alongside,10,3_downstream,2013,9,31,137,late,383.54,384,I,1,3,mixed,5
4405,982,982,35.101130,-7.51321,731860,9168961,1,alongside,10,3_downstream,2013,9,31,137,late,326.46,326,I,1,3,mixed,7
4406,984,984,35.102890,-7.51156,732055,9169142,1,alongside,10,3_downstream,2013,9,31,137,late,311.59,312,I,1,3,mixed,1
4407,989,989,35.106360,-7.51001,732439,9169312,1,alongside,10,3_downstream,2013,9,31,137,late,289.21,289,I,1,3,mixed,17
4408,999,999,35.107300,-7.50531,732545,9169831,1,alongside,10,3_downstream,2013,9,31,137,late,402.27,402,I,1,3,mixed,3
4409,1004,1004,35.109760,-7.49866,732820,9170566,1,alongside,10,3_downstream,2013,9,31,137,late,269.31,269,I,1,3,mixed,30
4410,1005,1005,35.110570,-7.49782,732910,9170658,1,alongside,10,3_downstream,2013,9,31,137,late,263.25,263,Z,5,1,grazer,9
4411,1006,1006,35.111840,-7.4966,733051,9170793,1,alongside,10,3_downstream,2013,9,31,137,late,304.63,305,I,1,3,mixed,3
4412,1011,1011,35.115500,-7.49439,733456,9171035,1,alongside,10,3_downstream,2013,9,31,137,late,284.04,284,I,1,3,mixed,2
4413,1011,1011,35.115500,-7.49439,733456,9171035,1,alongside,10,3_downstream,2013,9,31,137,late,284.04,284,K,4,2,browser,1
4414,1013,1013,35.116660,-7.49361,733585,9171121,1,alongside,10,3_downstream,2013,9,31,137,late,264.52,265,I,1,3,mixed,1
4415,1017,1017,35.120380,-7.49151,733996,9171351,1,alongside,10,3_downstream,2013,9,31,137,late,275.54,276,I,1,3,mixed,25
4416,1021,1021,35.125560,-7.49145,734568,9171355,1,alongside,10,3_downstream,2013,9,31,137,late,193.4,193,K,4,2,browser,4
4417,1044,1044,35.138420,-7.4894,735989,9171575,1,alongside,10,3_downstream,2013,9,31,137,late,314.21,314,G,2,2,browser,4
4421,1322,1322,35.234590,-7.44838,746630,9176060,2,perpendicular,5,3_downstream,2013,9,31,138,late,5046.68,5047,K,4,2,browser,4
4422,1322,1322,35.218160,-7.42608,744829,9178536,2,perpendicular,5,3_downstream,2013,9,31,138,late,6766.58,6767,I,1,3,mixed,4
4423,1322,1322,35.215820,-7.42401,744571,9178767,2,perpendicular,5,3_downstream,2013,9,31,138,late,7062.34,7062,I,1,3,mixed,5
4424,1322,1322,35.210380,-7.41985,743973,9179230,2,perpendicular,5,3_downstream,2013,9,31,138,late,7746.45,7746,I,1,3,mixed,1
4425,1322,1322,35.206630,-7.41028,743564,9180291,2,perpendicular,5,3_downstream,2013,9,31,138,late,8447.39,8447,I,1,3,mixed,1
4426,1079,1079,35.153650,-7.39668,737721,9181824,2,perpendicular,5,3_downstream,2013,9,31,138,late,9724.72,9725,K,4,2,browser,1
4427,1079,1079,35.152470,-7.39618,737591,9181880,2,perpendicular,5,3_downstream,2013,9,31,138,late,9802.3,9802,CD,8,4,omni,1
4428,1079,1079,35.145620,-7.38921,736838,9182654,2,perpendicular,5,3_downstream,2013,9,31,138,late,10715.2,10715,Wh,6,4,omni,1
4429,1055,1055,35.132060,-7.36831,735352,9184974,2,perpendicular,5,3_downstream,2013,9,31,138,late,13222.49,13222,K,4,2,browser,6
4430,688,688,34.940000,-7.66958,713995,9151747,1,alongside,9,2_midstream,2013,10,32,140,late,328.1,328,I,1,3,mixed,1
4431,688,688,34.937520,-7.66726,713722,9152005,1,alongside,9,2_midstream,2013,10,32,140,late,703.67,704,I,1,3,mixed,2
4433,689,689,34.936960,-7.66448,713662,9152312,1,alongside,9,2_midstream,2013,10,32,140,late,972.9,973,G,2,2,browser,1
4434,728,728,34.973530,-7.65658,717701,9153168,1,alongside,9,2_midstream,2013,10,32,140,late,606.57,607,Z,5,1,grazer,9
4436,728,728,34.974610,-7.65761,717820,9153053,1,alongside,9,2_midstream,2013,10,32,140,late,487.41,487,I,1,3,mixed,41
4437,736,736,34.980410,-7.658,718460,9153007,1,alongside,9,2_midstream,2013,10,32,140,late,385.25,385,I,1,3,mixed,7
4438,736,736,34.980410,-7.658,718460,9153007,1,alongside,9,2_midstream,2013,10,32,140,late,385.25,385,E,3,3,mixed,1
4440,737,737,34.981170,-7.65819,718544,9152986,1,alongside,9,2_midstream,2013,10,32,140,late,333.51,334,E,3,3,mixed,2
4442,743,743,34.986150,-7.65745,719094,9153065,1,alongside,9,2_midstream,2013,10,32,140,late,304.65,305,I,1,3,mixed,16
4443,747,747,34.987400,-7.65573,719232,9153255,1,alongside,9,2_midstream,2013,10,32,140,late,352.27,352,G,2,2,browser,1
4444,749,749,34.988200,-7.65409,719321,9153436,1,alongside,9,2_midstream,2013,10,32,140,late,375.54,376,E,3,3,mixed,6
4448,774,774,34.989730,-7.63558,719500,9155482,1,alongside,9,2_midstream,2013,10,32,140,late,1084.66,1085,E,3,3,mixed,5
4449,776,776,34.990000,-7.63431,719530,9155623,1,alongside,9,2_midstream,2013,10,32,140,late,1062.45,1062,E,3,3,mixed,10
4450,786,786,34.996110,-7.62353,720210,9156812,1,alongside,9,2_midstream,2013,10,32,140,late,375.48,375,I,1,3,mixed,1
4451,790,790,34.999960,-7.62057,720636,9157138,1,alongside,9,2_midstream,2013,10,32,140,late,421.24,421,I,1,3,mixed,1
4452,794,794,35.002810,-7.6202,720951,9157177,1,alongside,9,2_midstream,2013,10,32,140,late,310.76,311,K,4,2,browser,8
4453,794,794,35.002810,-7.6202,720951,9157177,1,alongside,9,2_midstream,2013,10,32,140,late,310.76,311,I,1,3,mixed,60
4454,796,796,35.004710,-7.6196,721161,9157242,1,alongside,9,2_midstream,2013,10,32,140,late,222.55,223,I,1,3,mixed,1
4455,800,800,35.006000,-7.61704,721305,9157525,1,alongside,9,2_midstream,2013,10,32,140,late,230.15,230,I,1,3,mixed,1
4456,804,804,35.006450,-7.61418,721356,9157841,1,alongside,9,2_midstream,2013,10,32,140,late,275.75,276,I,1,3,mixed,1
4457,806,806,35.006710,-7.61317,721385,9157953,1,alongside,9,2_midstream,2013,10,32,140,late,259.51,260,G,2,2,browser,1
4458,809,809,35.007060,-7.61136,721425,9158153,1,alongside,9,2_midstream,2013,10,32,140,late,176.03,176,I,1,3,mixed,1
4459,815,815,35.004830,-7.60806,721180,9158519,1,alongside,9,2_midstream,2013,10,32,140,late,293.3,293,I,1,3,mixed,1
4460,816,816,35.003780,-7.6064,721065,9158703,1,alongside,9,2_midstream,2013,10,32,140,late,257.38,257,I,1,3,mixed,1
4462,818,818,34.999620,-7.6019,720608,9159203,1,alongside,9,2_midstream,2013,10,32,140,late,630.21,630,G,2,2,browser,2
4463,821,821,35.000800,-7.59906,720740,9159516,1,alongside,9,2_midstream,2013,10,32,140,late,599.08,599,Z,5,1,grazer,5
4464,827,827,35.002400,-7.59387,720919,9160090,1,alongside,9,2_midstream,2013,10,32,140,late,755.79,756,I,1,3,mixed,23
4465,833,833,35.007030,-7.5901,721432,9160504,1,alongside,9,2_midstream,2013,10,32,140,late,461.19,461,G,2,2,browser,1
4468,688,688,34.911470,-7.6461,710858,9154358,2,perpendicular,4,2_midstream,2013,10,32,141,late,4408.39,4408,I,1,3,mixed,1
4469,688,688,34.911670,-7.64524,710881,9154453,2,perpendicular,4,2_midstream,2013,10,32,141,late,4452.91,4453,I,1,3,mixed,4
4470,1320,1320,34.916600,-7.62296,711436,9156915,2,perpendicular,4,2_midstream,2013,10,32,141,late,3934.57,3935,I,1,3,mixed,3
4471,1320,1320,34.917410,-7.61696,711528,9157578,2,perpendicular,4,2_midstream,2013,10,32,141,late,3681.35,3681,I,1,3,mixed,5
4472,1320,1320,34.920320,-7.61202,711851,9158123,2,perpendicular,4,2_midstream,2013,10,32,141,late,3792.4,3792,I,1,3,mixed,20
4474,1320,1320,34.923150,-7.5986,712170,9159606,2,perpendicular,4,2_midstream,2013,10,32,141,late,3993.44,3993,Z,5,1,grazer,3
4475,664,664,34.928990,-7.6815,712774,9150434,1,alongside,8,2_midstream,2013,10,32,142,late,622.41,622,I,1,3,mixed,23
4476,661,661,34.927440,-7.68628,712600,9149906,1,alongside,8,2_midstream,2013,10,32,142,late,239.42,239,I,1,3,mixed,1
4477,642,642,34.917010,-7.68949,711448,9149556,1,alongside,8,2_midstream,2013,10,32,142,late,431.19,431,I,1,3,mixed,1
4478,604,604,34.885410,-7.70203,707955,9148184,1,alongside,8,2_midstream,2013,10,32,142,late,1818.51,1819,K,4,2,browser,6
4479,603,603,34.881870,-7.70622,707563,9147723,1,alongside,8,2_midstream,2013,10,32,142,late,1741.9,1742,G,2,2,browser,4
4480,578,578,34.869660,-7.7138,706212,9146890,1,alongside,8,2_midstream,2013,10,32,142,late,1482.23,1482,G,2,2,browser,1
4481,578,578,34.866760,-7.71504,705891,9146754,1,alongside,8,2_midstream,2013,10,32,142,late,1526.6,1527,Z,5,1,grazer,3
4482,568,568,34.860650,-7.72256,705213,9145925,1,alongside,8,2_midstream,2013,10,32,142,late,1473.07,1473,I,1,3,mixed,2
4483,568,568,34.867800,-7.73015,705999,9145083,1,alongside,8,2_midstream,2013,10,32,142,late,326.06,326,I,1,3,mixed,2
4484,562,562,34.865820,-7.73779,705776,9144238,1,alongside,8,2_midstream,2013,10,32,142,late,214.11,214,I,1,3,mixed,3
4485,559,559,34.866260,-7.74143,705823,9143836,1,alongside,8,2_midstream,2013,10,32,142,late,343,343,I,1,3,mixed,3
